publication_title,publication_url,product_sku,product_price,product_category,product_city,product_zone,product_neighborhood,business_type,product_type,antiquity,stratum,isUsed,featured,longitude,latitude,privateArea,builtArea,rooms,bathrooms,garages,adminPrice
"Apartamento en Venta, Cabecera, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-4-habitaciones-5-banos-4-garajes/394-M4809471,394-M4809471,1700000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 10 y 20 años,6,true,"[""Baño auxiliar"",""Calefacción"",""Citófonos"",""Cocina integral"",""Cuarto de servicio"",""Estudio o biblioteca"",""Piso 21"",""Ascensor"",""Baños de servicio"",""Circuito cerrado de TV"",""Piscina"",""Portería"",""Terraza/Balcón balcón"",""Gimnasio"",""Salón comunal""]",-73.10816,7.120291,293.5,293.5,4,5,4,883000
"Apartamento en Venta, Ricauter, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ricaurte-3-habitaciones-2-banos-1-garajes/16804-M4905242,16804-M4905242,280000000,venta - Apartamento,Bucaramanga,Occidente,RICAURTE,venta,Apartamento,Entre 0 y 5 años,3,true,"[""Baño auxiliar"",""Citófonos"",""Cocina integral"",""Zona de lavandería"",""Piso 18"",""Ascensor"",""Baños de servicio"",""Piscina"",""Terraza/Balcón balcón"",""Cancha(s) de fútbol"",""Gimnasio"",""Salón comunal"",""Zona para niños""]",-73.11836,7.105785,61.48,61.48,3,2,1,245000
"Apartamento en Venta, Bolivar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-centro-3-habitaciones-2-banos-1-garajes/10151-M4691852,10151-M4691852,275000000,venta - Apartamento,Bucaramanga,Centro,CENTRO,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Vigilancia"",""Calentador no tiene"",""Tipo de comedor comedor independiente"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Ascensor"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Zona residencial""]",-73.12092,7.11801,56.16,56.16,3,2,1,220000
"Apartamento en Venta, Provenza, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-provenza-3-habitaciones-3-banos-2-garajes/10159-M4710238,10159-M4710238,310000000,venta - Apartamento,Bucaramanga,Suroccidente,PROVENZA,venta,Apartamento,Más de 20 años,4,true,"[""Baño auxiliar"",""Cocina integral"",""Cuarto de servicio"",""Equipado / amoblado"",""Vigilancia"",""Piso 2"",""Baños de servicio"",""Terraza/Balcón balcón"",""Cerca transporte público"",""Sobre vía principal"",""Zona comercial""]",-73.10864,7.087228,100,100,3,3,2,50000
"Apartamento en Venta, Bolivar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bolavar-3-habitaciones-2-banos-1-garajes/10151-M4691685,10151-M4691685,387000000,venta - Apartamento,Bucaramanga,Centro,BOLAVAR,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Instalación de gas natural"",""Calentador no tiene"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo de estufa gas"",""Terraza/Balcón balcón"",""Zonas verdes"",""Zona residencial""]",-73.12078,7.11836,79.38,79.38,3,2,1,220000
"Apartamento en Venta, FLORIDABLANCA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-floridablanca-3-habitaciones-2-banos/5066-M4499559,5066-M4499559,170000000,venta - Apartamento,Bucaramanga,,FLORIDABLANCA,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Apto para niños"",""Citófonos"",""Tipo de cortinas ninguna"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 1"",""Calentador electrico"",""Tipo de cocina en l"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa electrica"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista interior"",""Acceso para discapacitados"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 0"",""Terraza/Balcón ninguno"",""Vigilancia 24hrs"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",0,0,60,60,3,2,0,206000
"Apartamento en Venta, Norte, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-centro-3-habitaciones-2-banos-1-garajes/16805-M4905744,16805-M4905744,149000000,venta - Apartamento,Bucaramanga,Noroccidente,CENTRO,venta,Apartamento,Entre 0 y 5 años,3,true,"[""Baño auxiliar"",""Citófonos"",""Cocina tipo americano"",""Cocina integral"",""Vigilancia"",""Zona de lavandería"",""Piso 17"",""Tipo acabado de piso cerámica"",""Ascensor"",""Baños de servicio"",""Circuito cerrado de TV"",""Parqueadero visitantes"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Portería"",""Cancha(s) de fútbol"",""Zona para niños"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca transporte público"",""Zona residencial""]",-73.12274,7.119349,47.26,47.26,3,2,1,130000
"Casa en Venta, Quintas Del Cacique Iii, Bucaramanga",/inmueble/venta-casa-bucaramanga-cr-quintas-del-cacique-et-iii-3-habitaciones-4-banos-3-garajes/314-M4131593,314-M4131593,1150000000,venta - Casa,Bucaramanga,Suroriente,CR  QUINTAS DEL CACIQUE ET  III,venta,Casa,Más de 20 años,6,true,"[""Calefacción"",""Cuarto de servicio"",""Estudio o biblioteca"",""Instalación de gas ninguno"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo acabado de piso otro"",""Tipo de piso en alcobas otro"",""Tipo de piso en comedor otro"",""Tipo de piso en estudio otro"",""Tipo de piso en sala otro"",""Jardín"",""Vigilancia 0""]",-73.104,7.102,252,252,3,4,3,521000
"Apartamento en Venta, PUERTA DEL SOL, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-puerta-del-sol-1-habitaciones-1-banos-1-garajes/16609-M4813892,16609-M4813892,325000000,venta - Apartamento,Bucaramanga,Suroccidente,PUERTA DEL SOL,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Citófonos"",""Parqueadero cubierto"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 1"",""Piso 7"",""Calentador gas"",""Tipo de cocina en l"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Vista exterior"",""Area Terraza/Balcón 3 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 4"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cancha(s) de basket"",""Cancha(s) de squash"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.11337,7.10306,37.7,43.35,1,1,1,192000
"Casa en Venta, Lagos Del Cacique, Bucaramanga",/inmueble/venta-casa-bucaramanga-na-5-habitaciones-5-banos-4-garajes/10858-M4463061,10858-M4463061,2500000000,venta - Casa,Bucaramanga,,Lagos Del Cacique,venta,Casa,Más de 20 años,6,true,"[""Cuarto de servicio"",""Estudio o biblioteca"",""Jacuzzi"",""Equipado / amoblado"",""Sauna / turco"",""Area lote 700 m²"",""Piscina"",""Vista panorámica"",""Terraza/Balcón balcón"",""Zona de BBQ"",""Zona para niños""]",0,0,700,700,5,5,4,120000
"Casa en Venta, PAN DE AZUCAR, Bucaramanga",/inmueble/venta-casa-bucaramanga-pan-de-azucar-4-habitaciones-5-banos-4-garajes/883-M2415138,883-M2415138,2000000000,venta - Casa,Bucaramanga,Nororiente,PAN DE AZUCAR,venta,Casa,Más de 20 años,6,true,"[""Comedor auxiliar"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Zona de lavandería"",""Tipo de casa tradicional"",""Tipo de cocina isla"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo acabado de piso marmol"",""Vista exterior"",""Area lote 500 m²"",""Area Terraza/Balcón 15 m²"",""Jardín"",""Piscina"",""Vista panorámica"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Zona de BBQ"",""Zonas verdes"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10303,7.1121635,550,550,4,5,4,50000
"Apartamento en Venta, CABECERA DEL LLANO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-2-habitaciones-2-banos-1-garajes/16609-M4730678,16609-M4730678,395000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Más de 20 años,6,true,"[""Apto para niños"",""Citófonos"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 2"",""Piso 8"",""Calentador gas"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso baldosa"",""Vista interior"",""Area Terraza/Balcón 5 m²"",""Ascensor"",""Circuito cerrado de TV"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10798,7.1218452,100,105.65,2,2,1,608000
"Apartamento en Venta, CABECERA DEL LLANO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-3-banos-2-garajes/16609-M4730822,16609-M4730822,380000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Más de 20 años,6,true,"[""Apto para niños"",""Citófonos"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 12"",""Calentador gas"",""Tipo de cocina en u"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero independiente"",""Tipo acabado de piso marmol"",""Vista exterior"",""Area Terraza/Balcón 10.26 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Vista panorámica"",""Número de Ascensores 1"",""Terraza/Balcón terraza"",""Vigilancia 24hrs"",""Salón comunal"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10761,7.1229177,114.35,124.61,3,3,2,717700
"Apartamento en Venta, SOTOMAYOR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-sotomayor-4-habitaciones-4-banos-1-garajes/5066-M3398929,5066-M3398929,480000000,venta - Apartamento,Bucaramanga,Centro,SOTOMAYOR,venta,Apartamento,Más de 20 años,5,true,"[""Citófonos"",""Comedor auxiliar"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 4"",""Piso 8"",""Calentador gas"",""Tipo de cocina en l"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Vista exterior"",""Area Terraza/Balcón 3 m²"",""Ascensor"",""Circuito cerrado de TV"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.11176,7.1188984,181.36,181.36,4,4,1,597000
"Apartamento en Venta, ALTOS DE CABECERA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-5-habitaciones-5-banos-4-garajes/5066-M4264777,5066-M4264777,2200000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 5 y 10 años,6,true,"[""Citófonos"",""Comedor auxiliar"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Jacuzzi"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 4"",""Piso 24"",""Tipo de cocina abierta"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Vista exterior"",""Area Terraza/Balcón 15 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón terraza"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.106995,7.116225,380,380,5,5,4,1650000
"Apartamento en Venta, Mejoras Publicas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-3-habitaciones-2-banos-1-garajes/394-M4813857,394-M4813857,360000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Baño auxiliar"",""Cocina integral"",""Estudio o biblioteca"",""Vigilancia"",""Piso 21"",""Ascensor"",""Baños de servicio"",""Circuito cerrado de TV"",""Parqueadero visitantes"",""Piscina"",""Con terraza"",""Portería"",""Terraza/Balcón balcón"",""Cancha(s) de squash"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Cerca parques""]",-73.11577,7.1200986,83,83,3,2,1,350000
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-3-habitaciones-2-banos-1-garajes/10159-M4903852,10159-M4903852,255000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Baño auxiliar"",""Citófonos"",""Cocina integral"",""Cuarto de servicio"",""Estudio o biblioteca"",""Vigilancia"",""Zona de lavandería"",""Piso 17"",""Deposito 1"",""Ascensor"",""Baños de servicio"",""Parqueadero visitantes"",""Piscina"",""Vista panorámica"",""Portería"",""Terraza/Balcón balcón"",""Cancha(s) de fútbol"",""Gimnasio"",""Salón comunal"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca transporte público"",""Zona comercial"",""Zona residencial""]",-73.12501,7.1328635,73,73,3,2,1,340000
"Casa en Venta, Diamante I, Bucaramanga",/inmueble/venta-casa-bucaramanga-diamante-ii-etapa-5-habitaciones-3-banos-1-garajes/314-M4477424,314-M4477424,950000000,venta - Casa,Bucaramanga,Suroccidente,DIAMANTE II ETAPA,venta,Casa,Más de 20 años,4,true,"[""Calefacción"",""Instalación de gas ninguno"",""Tipo de cocina lineal"",""Tipo de comedor sala comedor"",""Tipo acabado de piso otro"",""Tipo de piso en alcobas otro"",""Tipo de piso en comedor otro"",""Tipo de piso en estudio otro"",""Tipo de piso en sala otro"",""Terraza/Balcón balcón"",""Vigilancia 0""]",-73.112,7.092,333,333,5,3,1,null
"Casa en Venta, ALTOS DEL JARDIN, Bucaramanga",/inmueble/venta-casa-bucaramanga-altos-del-jardin-5-habitaciones-4-banos-1-garajes/5066-M4761694,5066-M4761694,700000000,venta - Casa,Bucaramanga,Nororiente,ALTOS DEL JARDIN,venta,Casa,Más de 20 años,4,true,"[""Ancho 9 m"",""Apto para niños"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Zona de lavandería"",""Fondo 16 m"",""Instalación de gas natural"",""Closets 4"",""Tipo de casa townhouse"",""Tipo de cocina abierta"",""Tipo de comedor comedor independiente"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso otro"",""Vista exterior"",""Area lote 251 m²"",""Area Terraza/Balcón 5 m²"",""Jardín"",""Número de Ascensores 0"",""Terraza/Balcón terraza"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.105125,7.119817,251,251,5,4,1,0
"Casa en Venta, LAGOS DEL CACIQUE, Bucaramanga",/inmueble/venta-casa-bucaramanga-campestre-el-lago-4-habitaciones-4-banos-2-garajes/16508-M4809352,16508-M4809352,1349000000,venta - Casa,Bucaramanga,Suroriente,CAMPESTRE EL LAGO,venta,Casa,Remodelado,6,true,"[""Ancho 12 m"",""Apto para niños"",""Aire acondicionado"",""Citófonos"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Jacuzzi"",""Sauna / turco"",""Zona de lavandería"",""Fondo 25 m"",""Instalación de gas natural"",""Closets 4"",""Número de líneas teléfonicas 0"",""Calentador gas"",""Tipo de casa condominio"",""Tipo de cocina paralela"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 20 m²"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Jardín"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Esquinero"",""Terraza/Balcón terraza"",""Vigilancia 24hrs"",""Cancha(s) de fútbol"",""Gimnasio"",""Salón comunal"",""Sendero peatonal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca colegios / universidades"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.09624,7.1014576,230,260,4,4,2,790000
"Apartamento en Venta, EDIFICIO BOREALIX, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-2-habitaciones-2-banos-1-garajes/14813-M4809608,14813-M4809608,440000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Apto para niños"",""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Equipado / amoblado"",""Puerta seguridad"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 2"",""Piso 7"",""Calentador gas"",""Tipo de cocina paralela"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista interior"",""Area Terraza/Balcón 5 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cancha(s) de basket"",""Cancha(s) de fútbol"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.115654,7.1236787,84,84,2,2,1,287000
"Apartamento en Venta, Edificio Amazon Tower, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-4-habitaciones-4-banos-2-garajes/16508-M4761517,16508-M4761517,720000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 5 y 10 años,6,true,"[""Apto para niños"",""Aire acondicionado"",""Tipo de cortinas ninguna"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 5"",""Calentador caldera"",""Tipo de cocina en l"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas laminado"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio laminado"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 6 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público""]",-73.10862,7.1223207,122,126,4,4,2,660000
"Apartamento en Venta, ALTOS DE PAN DE AZUCAR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-altos-de-pan-de-azucar-3-habitaciones-2-banos-1-garajes/16576-M4861491,16576-M4861491,640000000,venta - Apartamento,Bucaramanga,Nororiente,ALTOS DE PAN DE AZUCAR,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Instalación de gas natural"",""Closets 3"",""Piso 14"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Vista exterior"",""Area Terraza/Balcón 4 m²"",""Ascensor"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Sobre vía secundaria""]",-73.10304,7.114471,99.98,99.98,3,2,1,702000
"Apartamento en Venta, NUEVO SOTOMAYOR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-bolarqui-3-habitaciones-3-banos-1-garajes/5066-M4639124,5066-M4639124,430000000,venta - Apartamento,Bucaramanga,Centro,BOLARQUI,venta,Apartamento,Entre 10 y 20 años,4,true,"[""Apto para niños"",""Citófonos"",""Comedor auxiliar"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 8"",""Calentador gas"",""Tipo de cocina en l"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Vista interior"",""Area Terraza/Balcón 16 m²"",""Ascensor"",""Circuito cerrado de TV"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón terraza"",""Vigilancia 24hrs"",""Salón comunal"",""Zona de BBQ"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.11531,7.1109033,126.3,126.3,3,3,1,575000
"Apartamento en Venta, ALTOS DE PAN DE AZUCAR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-altos-de-pan-de-azucar-3-habitaciones-2-banos-1-garajes/16576-M4861474,16576-M4861474,625000000,venta - Apartamento,Bucaramanga,Nororiente,ALTOS DE PAN DE AZUCAR,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Aire acondicionado"",""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Instalación de gas natural"",""Closets 3"",""Piso 9"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 4 m²"",""Ascensor"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Sobre vía secundaria""]",-73.10304,7.114471,99.98,99.98,3,2,1,702000
"Apartamento en Venta, ALTOS DE PAN DE AZUCAR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-altos-de-pan-de-azucar-3-habitaciones-2-banos-1-garajes/16576-M4861430,16576-M4861430,590000000,venta - Apartamento,Bucaramanga,Nororiente,ALTOS DE PAN DE AZUCAR,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Instalación de gas natural"",""Closets 3"",""Piso 3"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas laminado"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 4 m²"",""Ascensor"",""Circuito cerrado de TV"",""Piscina"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10304,7.114471,99.98,99.98,3,2,1,702000
"Apartamento en Venta, Amazon Tower, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-2-banos-1-garajes/16508-M4808769,16508-M4808769,510000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Apto para niños"",""Aire acondicionado"",""Citófonos"",""Tipo de cortinas ninguna"",""Parqueadero cubierto"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 2"",""Piso 6"",""Tipo de cocina paralela"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas madera"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 6 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10862,7.1223207,80,86,3,2,1,444000
