publication_title,publication_url,product_sku,product_price,product_category,product_city,product_zone,product_neighborhood,business_type,product_type,antiquity,stratum,isUsed,featured,longitude,latitude,privateArea,builtArea,rooms,bathrooms,garages,adminPrice
"Apartamento en Venta, Pan De Azucar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-pan-de-azucar-2-habitaciones-2-banos-1-garajes/16401-M4785437,16401-M4785437,545000000,venta - Apartamento,Bucaramanga,Nororiente,PAN DE AZUCAR,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Vigilancia"",""Calentador no tiene"",""Tipo de comedor sala comedor"",""Deposito 1"",""Vigilancia 24hrs"",""Salón comunal""]",-73.10275,7.11482,83,83,2,2,1,null
"Apartamento en Venta, EDIFICIO EL CIELO  SAN FRANCISCO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-modelo-3-habitaciones-2-banos-1-garajes/14813-M4845645,14813-M4845645,225000000,venta - Apartamento,Bucaramanga,Noroccidente,MODELO,venta,Apartamento,Entre 0 y 5 años,3,true,"[""Apto para niños"",""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Equipado / amoblado"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 6"",""Se permite fumar"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Vigilancia 24hrs"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.12905,7.133454,67,67,3,2,1,200000
"Apartamento en Venta, Diamante 2, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-urbanizacian-diamante-i-etapa-3-habitaciones-2-banos-1-garajes/12693-M4579303,12693-M4579303,200000000,venta - Apartamento,Bucaramanga,Suroccidente,URBANIZACIA¿N DIAMANTE I ETAPA,venta,Apartamento,Más de 20 años,3,true,"[""Piso 1""]",-73.11648,7.0920444,84,84,3,2,1,172000
"Apartamento en Venta, Ricaurte, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ricaurte-3-habitaciones-2-banos-1-garajes/12693-M4579379,12693-M4579379,310000000,venta - Apartamento,Bucaramanga,Occidente,RICAURTE,venta,Apartamento,Entre 0 y 5 años,4,true,"[""Piso 26""]",-73.11839,7.105779,68,68,3,2,1,260000
"Apartamento en Venta, Sotomayor, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-sotomayor-3-habitaciones-2-banos-1-garajes/12693-M4579603,12693-M4579603,350000000,venta - Apartamento,Bucaramanga,Centro,SOTOMAYOR,venta,Apartamento,Más de 20 años,5,true,"[""Piso 3""]",-73.11166,7.119508,126,126,3,2,1,90000
"Apartamento en Venta, Cabecera Del Llano, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-2-banos-2-garajes/12693-M4579556,12693-M4579556,520000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 10 y 20 años,5,true,"[""Piso 15""]",-73.10777,7.117575,123,123,3,2,2,580000
"Apartamento en Venta, Centro, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-centro-3-habitaciones-2-banos/12693-M4579316,12693-M4579316,170000000,venta - Apartamento,Bucaramanga,Centro,CENTRO,venta,Apartamento,Entre 10 y 20 años,3,true,"[""Piso 9""]",-73.12516,7.122365,62,62,3,2,0,238000
"Apartamento en Venta, La Aurora, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-la-aurora-3-habitaciones-3-banos-1-garajes/12693-M4579477,12693-M4579477,430000000,venta - Apartamento,Bucaramanga,Centro,LA AURORA,venta,Apartamento,Más de 20 años,4,true,"[""Piso 3""]",-73.11486,7.12728,112,112,3,3,1,null
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-2-habitaciones-2-banos-1-garajes/12693-M4579485,12693-M4579485,220000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 14""]",-73.12694,7.1289854,60,60,2,2,1,240000
"Apartamento en Venta, La Concordia, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-la-concordia-2-habitaciones-2-banos-1-garajes/12693-M4579336,12693-M4579336,220000000,venta - Apartamento,Bucaramanga,Centro,LA CONCORDIA,venta,Apartamento,Más de 20 años,4,true,"[""Piso 4""]",-73.117714,7.115706,69,69,2,2,1,150000
"Apartamento en Venta, Pan De Azucar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-pan-de-azucar-3-habitaciones-3-banos-1-garajes/12693-M3368445,12693-M3368445,380000000,venta - Apartamento,Bucaramanga,Nororiente,PAN DE AZUCAR,venta,Apartamento,Más de 20 años,6,true,"[""Piso 3""]",-73.10286,7.112811,128,128,3,3,1,520000
"Apartamento en Venta, SOTOMAYOR, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-sotomayor-3-habitaciones-4-banos-2-garajes/883-M4564692,883-M4564692,650000000,venta - Apartamento,Bucaramanga,Centro,SOTOMAYOR,venta,Apartamento,Más de 20 años,5,true,"[""Alarma"",""Citófonos"",""Comedor auxiliar"",""Cuarto de servicio"",""Parqueadero cubierto"",""Hall de alcobas"",""Zona de lavandería"",""Piso 2"",""Tipo de cocina paralela"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Vista exterior"",""Area Terraza/Balcón 8 m²"",""Ascensor"",""Circuito cerrado de TV"",""Número de Ascensores 1"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Salón comunal"",""Zona para niños"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público""]",-73.11285,7.120426,208,208,3,4,2,715000
"Apartamento en Venta, ALTOS DE CABECERA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-4-habitaciones-4-banos-2-garajes/5066-M4468771,5066-M4468771,690000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Más de 20 años,6,true,"[""Aire acondicionado"",""Citófonos"",""Comedor auxiliar"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 5"",""Calentador gas"",""Tipo de cocina en u"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso marmol"",""Tipo de piso en alcobas marmol"",""Tipo de piso en comedor marmol"",""Tipo de piso en estudio marmol"",""Tipo de piso en sala marmol"",""Vista exterior"",""Area Terraza/Balcón 42 m²"",""Ascensor"",""Circuito cerrado de TV"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón terraza"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.10718,7.1169014,158,205,4,4,2,826000
"Casa en Venta, SAN FRANCISCO, Bucaramanga",/inmueble/venta-casa-bucaramanga-mutualidad-5-habitaciones-1-banos/5066-M3931553,5066-M3931553,380000000,venta - Casa,Bucaramanga,Noroccidente,Mutualidad,venta,Casa,Más de 20 años,3,true,"[""Ancho 6 m"",""Apto para niños"",""Tipo de cortinas ninguna"",""Estudio o biblioteca"",""Zona de lavandería"",""Fondo 30 m"",""Instalación de gas natural"",""Closets 0"",""Número de líneas teléfonicas 0"",""Se permite fumar"",""Calentador no tiene"",""Tipo de casa tradicional"",""Tipo de cocina lineal"",""Tipo de comedor comedor independiente"",""Deposito 0"",""Tipo acabado de piso baldosa"",""Tipo de piso en alcobas baldosa"",""Tipo de piso en comedor baldosa"",""Tipo de piso en estudio baldosa"",""Tipo de piso en sala baldosa"",""Vista exterior"",""Acceso para discapacitados"",""Vista panorámica"",""Número de Ascensores 0"",""Vigilancia 0"",""Zona de BBQ"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.1242,7.1370864,180,180,5,1,0,0
"Casa en Venta, PROVENZA, Bucaramanga",/inmueble/venta-casa-bucaramanga-provenza-4-habitaciones-3-banos-1-garajes/5066-M3700748,5066-M3700748,435000000,venta - Casa,Bucaramanga,Suroccidente,PROVENZA,venta,Casa,Más de 20 años,4,true,"[""Apto para niños"",""Comedor auxiliar"",""Tipo de cortinas ninguna"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 4"",""Número de líneas teléfonicas 0"",""Calentador no tiene"",""Tipo de casa tradicional"",""Tipo de cocina en l"",""Tipo de comedor comedor independiente"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso marmol"",""Tipo de piso en alcobas marmol"",""Tipo de piso en comedor marmol"",""Tipo de piso en estudio marmol"",""Tipo de piso en sala marmol"",""Vista exterior"",""Area lote 115 m²"",""Area Terraza/Balcón 3 m²"",""Vista panorámica"",""Número de Ascensores 0"",""Terraza/Balcón balcón"",""Vigilancia 0"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.118195,7.0837207,160,160,4,3,1,0
"Apartamento en Venta, LOS PINOS, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-los-pinos-4-habitaciones-3-banos/12499-3814,12499-3814,325000000,venta - Apartamento,Bucaramanga,Noroccidente,LOS PINOS,venta,Apartamento,Entre 10 y 20 año,4,true,"[""Piso 1""]",-73.10877,7.1342278,107,107,4,3,0,420000
"Apartamento en Venta, Akantus, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-sotomayor-3-habitaciones-2-banos-1-garajes/16508-M4785317,16508-M4785317,520000000,venta - Apartamento,Bucaramanga,Centro,SOTOMAYOR,venta,Apartamento,Entre 0 y 5 años,5,true,"[""Apto para niños"",""Citófonos"",""Tipo de cortinas ninguna"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 20"",""Calentador gas"",""Tipo de cocina paralela"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas laminado"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Area Terraza/Balcón 7 m²"",""Ascensor"",""Acceso para discapacitados"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.11363,7.1146755,92,99,3,2,1,530000
"Apartamento en Venta, CABECERA DEL LLANO, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-1-habitaciones-1-banos-1-garajes/16580-M4729299,16580-M4729299,205000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 5 y 10 años,6,true,"[""Apto para niños"",""Citófonos"",""Parqueadero cubierto"",""Instalación de gas natural"",""Closets 1"",""Piso 5"",""Se permite fumar"",""Tipo de cocina en l"",""Tipo de comedor sala comedor"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas laminado"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Vista exterior"",""Ascensor"",""Acceso para discapacitados"",""Conjunto cerrado"",""Número de Ascensores 1"",""Terraza/Balcón ninguno"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal""]",-73.109726,7.1207604,32,37,1,1,1,175000
"Casa en Venta, versalles, Bucaramanga",/inmueble/venta-casa-bucaramanga-cr-versalles-et-ii-3-habitaciones-3-banos-1-garajes/883-M4746616,883-M4746616,498000000,venta - Casa,Bucaramanga,Suroccidente,CR  VERSALLES ET  II,venta,Casa,Entre 10 y 20 años,5,true,"[""Ancho 6 m"",""Apto para niños"",""Citófonos"",""Tipo de cortinas con velos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Hall de alcobas"",""Zona de lavandería"",""Fondo 10 m"",""Instalación de gas natural"",""Closets 3"",""Número de líneas teléfonicas 1"",""Se permite fumar"",""Calentador gas"",""Tipo de casa condominio"",""Tipo de cocina en l"",""Tipo de comedor comedor independiente"",""Deposito 0"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Area lote 60 m²"",""Area Terraza/Balcón 16 m²"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Jardín"",""Piscina"",""Conjunto cerrado"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cancha(s) de basket"",""Cancha(s) de fútbol"",""Salón comunal"",""Sendero peatonal"",""Zona de BBQ"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.10048,7.06309,110,120,3,3,1,350000
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-3-habitaciones-2-banos-1-garajes/10151-M4886667,10151-M4886667,311000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Más de 20 años,4,true,"[""Calentador no tiene"",""Tipo de comedor sala comedor"",""Tipo acabado de piso baldosa"",""Tipo de piso en alcobas baldosa"",""Tipo de piso en comedor baldosa"",""Tipo de piso en estudio baldosa"",""Tipo de piso en sala baldosa"",""Zona residencial""]",-73.12114,7.12766,152,152,3,2,1,null
"Casa en Venta, Lagos Del Cacique, Bucaramanga",/inmueble/venta-casa-bucaramanga-lagos-del-cacique-5-habitaciones-5-banos-2-garajes/10151-M4886430,10151-M4886430,808043000,venta - Casa,Bucaramanga,Suroriente,LAGOS DEL CACIQUE,venta,Casa,Entre 5 y 10 años,6,true,"[""Calentador no tiene"",""Tipo de comedor sala comedor"",""Tipo acabado de piso baldosa"",""Area lote 250 m²"",""Terraza/Balcón balcón"",""Zona residencial""]",-73.10018,7.1015,250,175.23,5,5,2,null
"Casa en Venta, La Floresta, Bucaramanga",/inmueble/venta-casa-bucaramanga-la-floresta-5-habitaciones-5-banos-2-garajes/10151-M4886480,10151-M4886480,312354000,venta - Casa,Bucaramanga,Nororiente,LA FLORESTA,venta,Casa,Más de 20 años,5,true,"[""Calentador no tiene"",""Tipo de comedor sala comedor"",""Tipo acabado de piso baldosa"",""Area lote 175.54 m²"",""Zona residencial""]",-73.1044,7.1072,175.54,175.54,5,5,2,null
"Apartamento en Venta, PENTHOUSE CONJUNTO IOANTHA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-alonso-4-habitaciones-4-banos-2-garajes/14813-M4882343,14813-M4882343,510000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN ALONSO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Apto para niños"",""Citófonos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Equipado / amoblado"",""Sauna / turco"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 4"",""Piso 21"",""Calentador gas"",""Tipo de cocina paralela"",""Tipo de comedor sala comedor"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Piscina"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Vigilancia 24hrs"",""Gimnasio"",""Salón comunal"",""Zona de BBQ"",""Zona para niños"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.11777,7.130836,147,147,4,4,2,525000
"Apartamento en Venta, Ricaurte, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ricaurte-3-habitaciones-2-banos-1-garajes/16401-M4785334,16401-M4785334,330000000,venta - Apartamento,Bucaramanga,Occidente,RICAURTE,venta,Apartamento,Entre 0 y 5 años,3,true,"[""Citófonos"",""Vigilancia"",""Instalación de gas natural"",""Calentador no tiene"",""Tipo de comedor sala comedor"",""Tipo de estufa gas"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Ascensor"",""Parqueadero visitantes"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Salón comunal"",""Zona residencial""]",-73.1182,7.10568,64,66.11,3,2,1,null
"Apartamento en Venta, ALFONSO LOPEZ, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-alfonso-lopez-3-habitaciones-2-banos-1-garajes/11295-M4056852,11295-M4056852,248402000,venta - Apartamento,Bucaramanga,,ALFONSO LOPEZ,venta,Apartamento,Entre 5 y 10 años,3,true,"[""Zona de lavandería"",""Piso 5""]",0,0,70,70,3,2,1,164000
"Apartamento en Venta, Altos De Cabecera, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-2-habitaciones-2-banos-1-garajes/16401-M4638023,16401-M4638023,580000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 0 y 5 años,6,true,"[""Citófonos"",""Hall de alcobas"",""Vigilancia"",""Instalación de gas natural"",""Calentador gas"",""Tipo de comedor sala comedor"",""Tipo de estufa gas"",""Tipo acabado de piso porcelanato"",""Tipo de piso en alcobas porcelanato"",""Tipo de piso en comedor porcelanato"",""Tipo de piso en estudio porcelanato"",""Tipo de piso en sala porcelanato"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Salón comunal"",""Zona para niños""]",-73.10633,7.11551,77.65,83.65,2,2,1,310000
"Apartamento en Venta, Mejoras Publicas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mejoras-publicas-1-habitaciones-2-banos-1-garajes/394-M4783823,394-M4783823,240000000,venta - Apartamento,Bucaramanga,Centro,MEJORAS PUBLICAS,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Baño auxiliar"",""Citófonos"",""Cocina tipo americano"",""Cocina integral"",""Piso 21"",""Ascensor"",""Baños de servicio"",""Circuito cerrado de TV"",""Piscina"",""Terraza/Balcón balcón"",""Cancha(s) de squash"",""Gimnasio"",""Salón comunal""]",-73.11589,7.120115,53,53,1,2,1,196200
"Apartamento en Venta, Real De Minas, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-parque-real-3-habitaciones-2-banos-1-garajes/394-M4057731,394-M4057731,239000000,venta - Apartamento,Bucaramanga,Occidente,PARQUE REAL,venta,Apartamento,Entre 10 y 20 años,4,true,"[""Baño auxiliar"",""Citófonos"",""Cocina integral"",""Estudio o biblioteca"",""Piso 4"",""Baños de servicio"",""Circuito cerrado de TV"",""Salón comunal""]",-73.12642,7.0991917,72,72,3,2,1,200000
"Apartamento en Venta, MALPASO BUCARAMANGA, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-el-porvenir-2-habitaciones-2-banos/11295-M4681659,11295-M4681659,149553101,venta - Apartamento,Bucaramanga,Suroccidente,EL PORVENIR,venta,Apartamento,Entre 10 y 20 años,3,true,"[""Zona de lavandería"",""Piso 4""]",-73.128044,7.0813093,77,77,2,2,0,149553101
"Apartamento en Venta, MUTIS, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-ub-acropolis-3-habitaciones-2-banos-1-garajes/11295-M4635500,11295-M4635500,206000000,venta - Apartamento,Bucaramanga,Occidente,UB  ACROPOLIS,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Zona de lavandería"",""Piso 3"",""Vista exterior"",""Conjunto cerrado""]",-73.12186,7.104964,72,72,3,2,1,0
"Casa en Venta, Lagos Del Cacique, Bucaramanga",/inmueble/venta-casa-bucaramanga-lagos-del-cacique-3-habitaciones-4-banos-2-garajes/12693-M4579528,12693-M4579528,800000000,venta - Casa,Bucaramanga,Suroriente,LAGOS DEL CACIQUE,venta,Casa,Más de 20 años,6,true,"[""Piso 2"",""Area lote 236 m²""]",-73.09756,7.101355,236,236,3,4,2,250000
"Apartamento en Venta, Cabecera Del Llano, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-3-banos-2-garajes/12693-M4637762,12693-M4637762,700000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 10 y 20 años,6,true,"[""Piso 6""]",-73.1068,7.1163406,123,123,3,3,2,550000
"Casa en Venta, Terrazas, Bucaramanga",/inmueble/venta-casa-bucaramanga-centro-5-habitaciones-5-banos/16804-M4835709,16804-M4835709,940000000,venta - Casa,Bucaramanga,Nororiente,CENTRO,venta,Casa,Entre 10 y 20 años,4,true,"[""Area lote 360.00 m²""]",-73.12274,7.119349,360,360,5,5,0,null
"Apartamento en Venta, El Tejar, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-el-tejar-3-habitaciones-3-banos-2-garajes/12693-M4579507,12693-M4579507,800000000,venta - Apartamento,Bucaramanga,,EL TEJAR,venta,Apartamento,Entre 0 y 5 años,5,true,"[""Piso 10""]",-73.10596,7.0990987,127,127,3,3,2,442000
"Apartamento en Venta, San Francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-san-francisco-2-habitaciones-2-banos-1-garajes/12693-M4642900,12693-M4642900,235000000,venta - Apartamento,Bucaramanga,Noroccidente,SAN FRANCISCO,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 13""]",-73.124435,7.1289167,60,60,2,2,1,350000
"Apartamento en Venta, Cabecera Del Llano, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-4-habitaciones-4-banos-2-garajes/13845-M4506511,13845-M4506511,950000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 10 y 20 años,6,true,"[""Apto para niños"",""Baño auxiliar"",""Calefacción"",""Citófonos"",""Cocina integral"",""Comedor auxiliar"",""Tipo de cortinas pesadas"",""Cuarto de servicio"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Sauna / turco"",""Vigilancia"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 4"",""Piso 16"",""Tipo de cocina lineal"",""Tipo de comedor comedor independiente"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Area Terraza/Balcón 4 m²"",""Ascensor"",""Baños de servicio"",""Circuito cerrado de TV"",""Parqueadero visitantes"",""Piscina"",""Vista panorámica"",""Número de Ascensores 2"",""Portería"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Cancha(s) de basket"",""Gimnasio"",""Salón comunal"",""Zona para niños"",""Zonas verdes"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía principal"",""Zona residencial""]",-73.10816,7.1204376,177,177,4,4,2,635000
"Casa en Venta, PAN DE AZÚCAR, Bucaramanga",/inmueble/venta-casa-bucaramanga-san-alonso-5-habitaciones-3-banos/12499-3740,12499-3740,650000000,venta - Casa,Bucaramanga,Noroccidente,San Alonso,venta,Casa,Entre 10 y 20 año,4,true,"[""Tipo de casa tradicional""]",-73.11951,7.1301465,200,200,5,3,0,60000
"Casa en Venta, CABECERA DEL LLANO, Bucaramanga",/inmueble/venta-casa-bucaramanga-cabecera-del-llano-4-habitaciones-3-banos/12499-3787,12499-3787,1000000000,venta - Casa,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Casa,Entre 10 y 20 año,6,true,"[""Tipo de casa tradicional""]",-73.109146,7.111072,201,201,4,3,0,0
"Apartamento en Venta, san francisco, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-mutualidad-3-habitaciones-2-banos-1-garajes/16147-M4888156,16147-M4888156,220000000,venta - Apartamento,Bucaramanga,Noroccidente,MUTUALIDAD,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Apto para niños"",""Alarma"",""Citófonos"",""Tipo de cortinas con velos"",""Estudio o biblioteca"",""Parqueadero cubierto"",""Zona de lavandería"",""Instalación de gas natural"",""Closets 3"",""Piso 1"",""Calentador gas"",""Tipo de cocina abierta"",""Tipo de comedor sala comedor"",""Deposito 1"",""Tipo de estufa gas"",""Tipo de parqueadero propio"",""Tipo acabado de piso cerámica"",""Tipo de piso en alcobas cerámica"",""Tipo de piso en comedor cerámica"",""Tipo de piso en estudio cerámica"",""Tipo de piso en sala cerámica"",""Vista exterior"",""Area Terraza/Balcón 2 m²"",""Ascensor"",""Acceso para discapacitados"",""Circuito cerrado de TV"",""Cuarto para escoltas"",""Vista panorámica"",""Conjunto cerrado"",""Número de Ascensores 2"",""Terraza/Balcón balcón"",""Vigilancia 24hrs"",""Salón comunal"",""Zona de BBQ"",""Cerca centros comerciales"",""Cerca colegios / universidades"",""Cerca parques"",""Cerca supermercados"",""Cerca transporte público"",""Sobre vía secundaria""]",-73.12769,7.1361346,64,64,3,2,1,210000000
"Apartamento en Venta, Cabecera Del Llano, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-cabecera-del-llano-3-habitaciones-3-banos-2-garajes/12693-M4579559,12693-M4579559,750000000,venta - Apartamento,Bucaramanga,Nororiente,CABECERA DEL LLANO,venta,Apartamento,Entre 5 y 10 años,6,true,"[""Piso 10""]",-73.10703,7.1162996,144,144,3,3,2,700000
"Apartamento en Venta, Alvarez, Bucaramanga",/inmueble/venta-apartamento-bucaramanga-alvarez-las-americas-3-habitaciones-2-banos-1-garajes/12693-M4579630,12693-M4579630,300000000,venta - Apartamento,Bucaramanga,,ALVAREZ LAS AMERICAS,venta,Apartamento,Entre 5 y 10 años,4,true,"[""Piso 25""]",-73.10745,7.130002,96,96,3,2,1,330000
